#                                                          
# SPHERE/ZIMPOL ND filter transmission                    
#                                                          
# Updated with final values on 2015-04-16 by Julien Milli  
# For any information, please contact <jmilli@eso.org>    
#                                                          
# wavelength   ND1.0   ND2.0   ND4.0                                   
#                                                          
      1052.00          NaN          NaN          NaN
      1053.00          NaN          NaN          NaN
      1054.00          NaN          NaN          NaN
      1055.00          NaN          NaN          NaN
      1056.00          NaN          NaN          NaN
      1057.00          NaN          NaN          NaN
      1058.00          NaN          NaN          NaN
      1059.00          NaN          NaN          NaN
      1060.00          NaN          NaN          NaN
      1061.00          NaN          NaN          NaN
      1062.00          NaN          NaN          NaN
      1063.00          NaN          NaN          NaN
      1064.00          NaN          NaN          NaN
      1065.00          NaN          NaN          NaN
      1066.00          NaN          NaN          NaN
      1067.00          NaN          NaN          NaN
      1068.00          NaN          NaN          NaN
      1069.00          NaN          NaN          NaN
      1070.00          NaN          NaN          NaN
      1071.00          NaN          NaN          NaN
      1072.00          NaN          NaN          NaN
      1073.00          NaN          NaN          NaN
      1074.00          NaN          NaN          NaN
      1075.00          NaN          NaN          NaN
      1076.00          NaN          NaN          NaN
      1077.00          NaN          NaN          NaN
      1078.00          NaN          NaN          NaN
      1079.00          NaN          NaN          NaN
      1080.00          NaN          NaN          NaN
      1081.00          NaN          NaN          NaN
      1082.00          NaN          NaN          NaN
      1083.00          NaN          NaN          NaN
      1084.00          NaN          NaN          NaN
      1085.00          NaN          NaN          NaN
      1086.00          NaN          NaN          NaN
      1087.00          NaN          NaN          NaN
      1088.00          NaN          NaN          NaN
      1089.00          NaN          NaN          NaN
      1090.00          NaN          NaN          NaN
      1091.00          NaN          NaN          NaN
      1092.00          NaN          NaN          NaN
      1093.00          NaN          NaN          NaN
      1094.00          NaN          NaN          NaN
      1095.00          NaN          NaN          NaN
      1096.00          NaN          NaN          NaN
      1097.00          NaN          NaN          NaN
      1098.00          NaN          NaN          NaN
      1099.00          NaN          NaN          NaN
      1100.00          NaN          NaN          NaN
      1101.00          NaN          NaN          NaN
      1102.00          NaN          NaN          NaN
      1103.00          NaN          NaN          NaN
      1104.00          NaN          NaN          NaN
      1105.00          NaN          NaN          NaN
      1106.00          NaN          NaN          NaN
      1107.00          NaN          NaN          NaN
      1108.00          NaN          NaN          NaN
      1109.00          NaN          NaN          NaN
      1110.00          NaN          NaN          NaN
      1111.00          NaN          NaN          NaN
      1112.00          NaN          NaN          NaN
      1113.00          NaN          NaN          NaN
      1114.00          NaN          NaN          NaN
      1115.00          NaN          NaN          NaN
      1116.00          NaN          NaN          NaN
      1117.00          NaN          NaN          NaN
      1118.00          NaN          NaN          NaN
      1119.00          NaN          NaN          NaN
      1120.00          NaN          NaN          NaN
      1121.00          NaN          NaN          NaN
      1122.00          NaN          NaN          NaN
      1123.00          NaN          NaN          NaN
      1124.00          NaN          NaN          NaN
      1125.00          NaN          NaN          NaN
      1126.00          NaN          NaN          NaN
      1127.00          NaN          NaN          NaN
      1128.00          NaN          NaN          NaN
      1129.00          NaN          NaN          NaN
      1130.00          NaN          NaN          NaN
      1131.00          NaN          NaN          NaN
      1132.00          NaN          NaN          NaN
      1133.00          NaN          NaN          NaN
      1134.00          NaN          NaN          NaN
      1135.00          NaN          NaN          NaN
      1136.00          NaN          NaN          NaN
      1137.00          NaN          NaN          NaN
      1138.00          NaN          NaN          NaN
      1139.00          NaN          NaN          NaN
      1140.00          NaN          NaN          NaN
      1141.00          NaN          NaN          NaN
      1142.00          NaN          NaN          NaN
      1143.00          NaN          NaN          NaN
      1144.00          NaN          NaN          NaN
      1145.00          NaN          NaN          NaN
      1146.00          NaN          NaN          NaN
      1147.00          NaN          NaN          NaN
      1148.00          NaN          NaN          NaN
      1149.00          NaN          NaN          NaN
      1150.00          NaN          NaN          NaN
      1151.00          NaN          NaN          NaN
      1152.00          NaN          NaN          NaN
      1153.00          NaN          NaN          NaN
      1154.00          NaN          NaN          NaN
      1155.00          NaN          NaN          NaN
      1156.00          NaN          NaN          NaN
      1157.00          NaN          NaN          NaN
      1158.00          NaN          NaN          NaN
      1159.00          NaN          NaN          NaN
      1160.00          NaN          NaN          NaN
      1161.00          NaN          NaN          NaN
      1162.00          NaN          NaN          NaN
      1163.00          NaN          NaN          NaN
      1164.00          NaN          NaN          NaN
      1165.00          NaN          NaN          NaN
      1166.00          NaN          NaN          NaN
      1167.00          NaN          NaN          NaN
      1168.00          NaN          NaN          NaN
      1169.00          NaN          NaN          NaN
      1170.00          NaN          NaN          NaN
      1171.00          NaN          NaN          NaN
      1172.00          NaN          NaN          NaN
      1173.00          NaN          NaN          NaN
      1174.00          NaN          NaN          NaN
      1175.00          NaN          NaN          NaN
      1176.00          NaN          NaN          NaN
      1177.00          NaN          NaN          NaN
      1178.00          NaN          NaN          NaN
      1179.00          NaN          NaN          NaN
      1180.00          NaN          NaN          NaN
      1181.00          NaN          NaN          NaN
      1182.00          NaN          NaN          NaN
      1183.00          NaN          NaN          NaN
      1184.00          NaN          NaN          NaN
      1185.00          NaN          NaN          NaN
      1186.00          NaN          NaN          NaN
      1187.00          NaN          NaN          NaN
      1188.00          NaN          NaN          NaN
      1189.00          NaN          NaN          NaN
      1190.00          NaN          NaN          NaN
      1191.00          NaN          NaN          NaN
      1192.00          NaN          NaN          NaN
      1193.00          NaN          NaN          NaN
      1194.00          NaN          NaN          NaN
      1195.00          NaN          NaN          NaN
      1196.00          NaN          NaN          NaN
      1197.00          NaN          NaN          NaN
      1198.00          NaN          NaN          NaN
      1199.00          NaN          NaN          NaN
      1200.00          NaN          NaN          NaN
      1201.00          NaN          NaN          NaN
      1202.00          NaN          NaN          NaN
      1203.00          NaN          NaN          NaN
      1204.00          NaN          NaN          NaN
      1205.00          NaN          NaN          NaN
      1206.00          NaN          NaN          NaN
      1207.00          NaN          NaN          NaN
      1208.00          NaN          NaN          NaN
      1209.00          NaN          NaN          NaN
      1210.00          NaN          NaN          NaN
      1211.00          NaN          NaN          NaN
      1212.00          NaN          NaN          NaN
      1213.00          NaN          NaN          NaN
      1214.00          NaN          NaN          NaN
      1215.00          NaN          NaN          NaN
      1216.00          NaN          NaN          NaN
      1217.00          NaN          NaN          NaN
      1218.00          NaN          NaN          NaN
      1219.00          NaN          NaN          NaN
      1220.00          NaN          NaN          NaN
      1221.00          NaN          NaN          NaN
      1222.00          NaN          NaN          NaN
      1223.00          NaN          NaN          NaN
      1224.00          NaN          NaN          NaN
      1225.00          NaN          NaN          NaN
      1226.00          NaN          NaN          NaN
      1227.00          NaN          NaN          NaN
      1228.00          NaN          NaN          NaN
      1229.00          NaN          NaN          NaN
      1230.00          NaN          NaN          NaN
      1231.00          NaN          NaN          NaN
      1232.00          NaN          NaN          NaN
      1233.00          NaN          NaN          NaN
      1234.00          NaN          NaN          NaN
      1235.00          NaN          NaN          NaN
      1236.00          NaN          NaN          NaN
      1237.00          NaN          NaN          NaN
      1238.00          NaN          NaN          NaN
      1239.00          NaN          NaN          NaN
      1240.00          NaN          NaN          NaN
      1241.00          NaN          NaN          NaN
      1242.00          NaN          NaN          NaN
      1243.00          NaN          NaN          NaN
      1244.00          NaN          NaN          NaN
      1245.00          NaN          NaN          NaN
      1246.00          NaN          NaN          NaN
      1247.00          NaN          NaN          NaN
      1248.00          NaN          NaN          NaN
      1249.00          NaN          NaN          NaN
      1250.00          NaN          NaN          NaN
      1251.00          NaN          NaN          NaN
      1252.00          NaN          NaN          NaN
      1253.00          NaN          NaN          NaN
      1254.00          NaN          NaN          NaN
      1255.00          NaN          NaN          NaN
      1256.00          NaN          NaN          NaN
      1257.00          NaN          NaN          NaN
      1258.00          NaN          NaN          NaN
      1259.00          NaN          NaN          NaN
      1260.00          NaN          NaN          NaN
      1261.00          NaN          NaN          NaN
      1262.00          NaN          NaN          NaN
      1263.00          NaN          NaN          NaN
      1264.00          NaN          NaN          NaN
      1265.00          NaN          NaN          NaN
      1266.00          NaN          NaN          NaN
      1267.00          NaN          NaN          NaN
      1268.00          NaN          NaN          NaN
      1269.00          NaN          NaN          NaN
      1270.00          NaN          NaN          NaN
      1271.00          NaN          NaN          NaN
      1272.00          NaN          NaN          NaN
      1273.00          NaN          NaN          NaN
      1274.00          NaN          NaN          NaN
      1275.00          NaN          NaN          NaN
      1276.00          NaN          NaN          NaN
      1277.00          NaN          NaN          NaN
      1278.00          NaN          NaN          NaN
      1279.00          NaN          NaN          NaN
      1280.00          NaN          NaN          NaN
      1281.00          NaN          NaN          NaN
      1282.00          NaN          NaN          NaN
      1283.00          NaN          NaN          NaN
      1284.00          NaN          NaN          NaN
      1285.00          NaN          NaN          NaN
      1286.00          NaN          NaN          NaN
      1287.00          NaN          NaN          NaN
      1288.00          NaN          NaN          NaN
      1289.00          NaN          NaN          NaN
      1290.00          NaN          NaN          NaN
      1291.00          NaN          NaN          NaN
      1292.00          NaN          NaN          NaN
      1293.00          NaN          NaN          NaN
      1294.00          NaN          NaN          NaN
      1295.00          NaN          NaN          NaN
      1296.00          NaN          NaN          NaN
      1297.00          NaN          NaN          NaN
      1298.00          NaN          NaN          NaN
      1299.00          NaN          NaN          NaN
      1300.00          NaN          NaN          NaN
      1301.00          NaN          NaN          NaN
      1302.00          NaN          NaN          NaN
      1303.00          NaN          NaN          NaN
      1304.00          NaN          NaN          NaN
      1305.00          NaN          NaN          NaN
      1306.00          NaN          NaN          NaN
      1307.00          NaN          NaN          NaN
      1308.00          NaN          NaN          NaN
      1309.00          NaN          NaN          NaN
      1310.00          NaN          NaN          NaN
      1311.00          NaN          NaN          NaN
      1312.00          NaN          NaN          NaN
      1313.00          NaN          NaN          NaN
      1314.00          NaN          NaN          NaN
      1315.00          NaN          NaN          NaN
      1316.00          NaN          NaN          NaN
      1317.00          NaN          NaN          NaN
      1318.00          NaN          NaN          NaN
      1319.00          NaN          NaN          NaN
      1320.00          NaN          NaN          NaN
      1321.00          NaN          NaN          NaN
      1322.00          NaN          NaN          NaN
      1323.00          NaN          NaN          NaN
      1324.00          NaN          NaN          NaN
      1325.00          NaN          NaN          NaN
      1326.00          NaN          NaN          NaN
      1327.00          NaN          NaN          NaN
      1328.00          NaN          NaN          NaN
      1329.00          NaN          NaN          NaN
      1330.00          NaN          NaN          NaN
      1331.00          NaN          NaN          NaN
      1332.00          NaN          NaN          NaN
      1333.00          NaN          NaN          NaN
      1334.00          NaN          NaN          NaN
      1335.00          NaN          NaN          NaN
      1336.00          NaN          NaN          NaN
      1337.00          NaN          NaN          NaN
      1338.00          NaN          NaN          NaN
      1339.00          NaN          NaN          NaN
      1340.00          NaN          NaN          NaN
      1341.00          NaN          NaN          NaN
      1342.00          NaN          NaN          NaN
      1343.00          NaN          NaN          NaN
      1344.00          NaN          NaN          NaN
      1345.00          NaN          NaN          NaN
      1346.00          NaN          NaN          NaN
      1347.00          NaN          NaN          NaN
      1348.00          NaN          NaN          NaN
      1349.00          NaN          NaN          NaN
      1350.00          NaN          NaN          NaN
      1351.00          NaN          NaN          NaN
      1352.00          NaN          NaN          NaN
      1353.00          NaN          NaN          NaN
      1354.00          NaN          NaN          NaN
      1355.00          NaN          NaN          NaN
      1356.00          NaN          NaN          NaN
      1357.00          NaN          NaN          NaN
      1358.00          NaN          NaN          NaN
      1359.00          NaN          NaN          NaN
      1360.00          NaN          NaN          NaN
      1361.00          NaN          NaN          NaN
      1362.00          NaN          NaN          NaN
      1363.00          NaN          NaN          NaN
      1364.00          NaN          NaN          NaN
      1365.00          NaN          NaN          NaN
      1366.00          NaN          NaN          NaN
      1367.00          NaN          NaN          NaN
      1368.00          NaN          NaN          NaN
      1369.00          NaN          NaN          NaN
      1370.00          NaN          NaN          NaN
      1371.00          NaN          NaN          NaN
      1372.00          NaN          NaN          NaN
      1373.00          NaN          NaN          NaN
      1374.00          NaN          NaN          NaN
      1375.00          NaN          NaN          NaN
      1376.00          NaN          NaN          NaN
      1377.00          NaN          NaN          NaN
      1378.00          NaN          NaN          NaN
      1379.00          NaN          NaN          NaN
      1380.00          NaN          NaN          NaN
      1381.00          NaN          NaN          NaN
      1382.00          NaN          NaN          NaN
      1383.00          NaN          NaN          NaN
      1384.00          NaN          NaN          NaN
      1385.00          NaN          NaN          NaN
      1386.00          NaN          NaN          NaN
      1387.00          NaN          NaN          NaN
      1388.00          NaN          NaN          NaN
      1389.00          NaN          NaN          NaN
      1390.00          NaN          NaN          NaN
      1391.00          NaN          NaN          NaN
      1392.00          NaN          NaN          NaN
      1393.00          NaN          NaN          NaN
      1394.00          NaN          NaN          NaN
      1395.00          NaN          NaN          NaN
      1396.00          NaN          NaN          NaN
      1397.00          NaN          NaN          NaN
      1398.00          NaN          NaN          NaN
      1399.00          NaN          NaN          NaN
      1400.00          NaN          NaN          NaN
      1401.00          NaN          NaN          NaN
      1402.00          NaN          NaN          NaN
      1403.00          NaN          NaN          NaN
      1404.00          NaN          NaN          NaN
      1405.00          NaN          NaN          NaN
      1406.00          NaN          NaN          NaN
      1407.00          NaN          NaN          NaN
      1408.00          NaN          NaN          NaN
      1409.00          NaN          NaN          NaN
      1410.00          NaN          NaN          NaN
      1411.00          NaN          NaN          NaN
      1412.00          NaN          NaN          NaN
      1413.00          NaN          NaN          NaN
      1414.00          NaN          NaN          NaN
      1415.00          NaN          NaN          NaN
      1416.00          NaN          NaN          NaN
      1417.00          NaN          NaN          NaN
      1418.00          NaN          NaN          NaN
      1419.00          NaN          NaN          NaN
      1420.00          NaN          NaN          NaN
      1421.00          NaN          NaN          NaN
      1422.00          NaN          NaN          NaN
      1423.00          NaN          NaN          NaN
      1424.00          NaN          NaN          NaN
      1425.00          NaN          NaN          NaN
      1426.00          NaN          NaN          NaN
      1427.00          NaN          NaN          NaN
      1428.00          NaN          NaN          NaN
      1429.00          NaN          NaN          NaN
      1430.00          NaN          NaN          NaN
      1431.00          NaN          NaN          NaN
      1432.00          NaN          NaN          NaN
      1433.00          NaN          NaN          NaN
      1434.00          NaN          NaN          NaN
      1435.00          NaN          NaN          NaN
      1436.00          NaN          NaN          NaN
      1437.00          NaN          NaN          NaN
      1438.00          NaN          NaN          NaN
      1439.00          NaN          NaN          NaN
      1440.00          NaN          NaN          NaN
      1441.00          NaN          NaN          NaN
      1442.00          NaN          NaN          NaN
      1443.00          NaN          NaN          NaN
      1444.00          NaN          NaN          NaN
      1445.00          NaN          NaN          NaN
      1446.00          NaN          NaN          NaN
      1447.00          NaN          NaN          NaN
      1448.00          NaN          NaN          NaN
      1449.00          NaN          NaN          NaN
      1450.00          NaN          NaN          NaN
      1451.00          NaN          NaN          NaN
      1452.00          NaN          NaN          NaN
      1453.00          NaN          NaN          NaN
      1454.00          NaN          NaN          NaN
      1455.00          NaN          NaN          NaN
      1456.00          NaN          NaN          NaN
      1457.00          NaN          NaN          NaN
      1458.00          NaN          NaN          NaN
      1459.00          NaN          NaN          NaN
      1460.00          NaN          NaN          NaN
      1461.00          NaN          NaN          NaN
      1462.00          NaN          NaN          NaN
      1463.00          NaN          NaN          NaN
      1464.00          NaN          NaN          NaN
      1465.00          NaN          NaN          NaN
      1466.00          NaN          NaN          NaN
      1467.00          NaN          NaN          NaN
      1468.00          NaN          NaN          NaN
      1469.00          NaN          NaN          NaN
      1470.00          NaN          NaN          NaN
      1471.00          NaN          NaN          NaN
      1472.00          NaN          NaN          NaN
      1473.00          NaN          NaN          NaN
      1474.00          NaN          NaN          NaN
      1475.00          NaN          NaN          NaN
      1476.00          NaN          NaN          NaN
      1477.00          NaN          NaN          NaN
      1478.00          NaN          NaN          NaN
      1479.00          NaN          NaN          NaN
      1480.00          NaN          NaN          NaN
      1481.00          NaN          NaN          NaN
      1482.00          NaN          NaN          NaN
      1483.00          NaN          NaN          NaN
      1484.00          NaN          NaN          NaN
      1485.00          NaN          NaN          NaN
      1486.00          NaN          NaN          NaN
      1487.00          NaN          NaN          NaN
      1488.00          NaN          NaN          NaN
      1489.00          NaN          NaN          NaN
      1490.00          NaN          NaN          NaN
      1491.00          NaN          NaN          NaN
      1492.00          NaN          NaN          NaN
      1493.00          NaN          NaN          NaN
      1494.00          NaN          NaN          NaN
      1495.00          NaN          NaN          NaN
      1496.00          NaN          NaN          NaN
      1497.00          NaN          NaN          NaN
      1498.00          NaN          NaN          NaN
      1499.00          NaN          NaN          NaN
      1500.00          NaN          NaN          NaN
      1501.00          NaN          NaN          NaN
      1502.00          NaN          NaN          NaN
      1503.00          NaN          NaN          NaN
      1504.00          NaN          NaN          NaN
      1505.00          NaN          NaN          NaN
      1506.00          NaN          NaN          NaN
      1507.00          NaN          NaN          NaN
      1508.00          NaN          NaN          NaN
      1509.00          NaN          NaN          NaN
      1510.00          NaN          NaN          NaN
      1511.00          NaN          NaN          NaN
      1512.00          NaN          NaN          NaN
      1513.00          NaN          NaN          NaN
      1514.00          NaN          NaN          NaN
      1515.00          NaN          NaN          NaN
      1516.00          NaN          NaN          NaN
      1517.00          NaN          NaN          NaN
      1518.00          NaN          NaN          NaN
      1519.00          NaN          NaN          NaN
      1520.00          NaN          NaN          NaN
      1521.00          NaN          NaN          NaN
      1522.00          NaN          NaN          NaN
      1523.00          NaN          NaN          NaN
      1524.00          NaN          NaN          NaN
      1525.00          NaN          NaN          NaN
      1526.00          NaN          NaN          NaN
      1527.00          NaN          NaN          NaN
      1528.00          NaN          NaN          NaN
      1529.00          NaN          NaN          NaN
      1530.00          NaN          NaN          NaN
      1531.00          NaN          NaN          NaN
      1532.00          NaN          NaN          NaN
      1533.00          NaN          NaN          NaN
      1534.00          NaN          NaN          NaN
      1535.00          NaN          NaN          NaN
      1536.00          NaN          NaN          NaN
      1537.00          NaN          NaN          NaN
      1538.00          NaN          NaN          NaN
      1539.00          NaN          NaN          NaN
      1540.00          NaN          NaN          NaN
      1541.00          NaN          NaN          NaN
      1542.00          NaN          NaN          NaN
      1543.00          NaN          NaN          NaN
      1544.00          NaN          NaN          NaN
      1545.00          NaN          NaN          NaN
      1546.00          NaN          NaN          NaN
      1547.00          NaN          NaN          NaN
      1548.00          NaN          NaN          NaN
      1549.00          NaN          NaN          NaN
      1550.00          NaN          NaN          NaN
      1551.00          NaN          NaN          NaN
      1552.00          NaN          NaN          NaN
      1553.00          NaN          NaN          NaN
      1554.00          NaN          NaN          NaN
      1555.00          NaN          NaN          NaN
      1556.00          NaN          NaN          NaN
      1557.00          NaN          NaN          NaN
      1558.00          NaN          NaN          NaN
      1559.00          NaN          NaN          NaN
      1560.00          NaN          NaN          NaN
      1561.00          NaN          NaN          NaN
      1562.00          NaN          NaN          NaN
      1563.00          NaN          NaN          NaN
      1564.00          NaN          NaN          NaN
      1565.00          NaN          NaN          NaN
      1566.00          NaN          NaN          NaN
      1567.00          NaN          NaN          NaN
      1568.00          NaN          NaN          NaN
      1569.00          NaN          NaN          NaN
      1570.00          NaN          NaN          NaN
      1571.00          NaN          NaN          NaN
      1572.00          NaN          NaN          NaN
      1573.00          NaN          NaN          NaN
      1574.00          NaN          NaN          NaN
      1575.00          NaN          NaN          NaN
      1576.00          NaN          NaN          NaN
      1577.00          NaN          NaN          NaN
      1578.00          NaN          NaN          NaN
      1579.00          NaN          NaN          NaN
      1580.00          NaN          NaN          NaN
      1581.00          NaN          NaN          NaN
      1582.00          NaN          NaN          NaN
      1583.00          NaN          NaN          NaN
      1584.00          NaN          NaN          NaN
      1585.00          NaN          NaN          NaN
      1586.00          NaN          NaN          NaN
      1587.00          NaN          NaN          NaN
      1588.00          NaN          NaN          NaN
      1589.00          NaN          NaN          NaN
      1590.00          NaN          NaN          NaN
      1591.00          NaN          NaN          NaN
      1592.00          NaN          NaN          NaN
      1593.00          NaN          NaN          NaN
      1594.00          NaN          NaN          NaN
      1595.00          NaN          NaN          NaN
      1596.00          NaN          NaN          NaN
      1597.00          NaN          NaN          NaN
      1598.00          NaN          NaN          NaN
      1599.00          NaN          NaN          NaN
      1600.00          NaN          NaN          NaN
      1601.00          NaN          NaN          NaN
      1602.00          NaN          NaN          NaN
      1603.00          NaN          NaN          NaN
      1604.00          NaN          NaN          NaN
      1605.00          NaN          NaN          NaN
      1606.00          NaN          NaN          NaN
      1607.00          NaN          NaN          NaN
      1608.00          NaN          NaN          NaN
      1609.00          NaN          NaN          NaN
      1610.00          NaN          NaN          NaN
      1611.00          NaN          NaN          NaN
      1612.00          NaN          NaN          NaN
      1613.00          NaN          NaN          NaN
      1614.00          NaN          NaN          NaN
      1615.00          NaN          NaN          NaN
      1616.00          NaN          NaN          NaN
      1617.00          NaN          NaN          NaN
      1618.00          NaN          NaN          NaN
      1619.00          NaN          NaN          NaN
      1620.00          NaN          NaN          NaN
      1621.00          NaN          NaN          NaN
      1622.00          NaN          NaN          NaN
      1623.00          NaN          NaN          NaN
      1624.00          NaN          NaN          NaN
      1625.00          NaN          NaN          NaN
      1626.00          NaN          NaN          NaN
      1627.00          NaN          NaN          NaN
      1628.00          NaN          NaN          NaN
      1629.00          NaN          NaN          NaN
      1630.00          NaN          NaN          NaN
      1631.00          NaN          NaN          NaN
      1632.00          NaN          NaN          NaN
      1633.00          NaN          NaN          NaN
      1634.00          NaN          NaN          NaN
      1635.00          NaN          NaN          NaN
      1636.00          NaN          NaN          NaN
      1637.00          NaN          NaN          NaN
      1638.00          NaN          NaN          NaN
      1639.00          NaN          NaN          NaN
      1640.00          NaN          NaN          NaN
      1641.00          NaN          NaN          NaN
      1642.00          NaN          NaN          NaN
      1643.00          NaN          NaN          NaN
      1644.00          NaN          NaN          NaN
      1645.00          NaN          NaN          NaN
      1646.00          NaN          NaN          NaN
      1647.00          NaN          NaN          NaN
      1648.00          NaN          NaN          NaN
      1649.00          NaN          NaN          NaN
      1650.00          NaN          NaN          NaN
      1651.00          NaN          NaN          NaN
      1652.00          NaN          NaN          NaN
      1653.00          NaN          NaN          NaN
      1654.00          NaN          NaN          NaN
      1655.00          NaN          NaN          NaN
      1656.00          NaN          NaN          NaN
      1657.00          NaN          NaN          NaN
      1658.00          NaN          NaN          NaN
      1659.00          NaN          NaN          NaN
      1660.00          NaN          NaN          NaN
      1661.00          NaN          NaN          NaN
      1662.00          NaN          NaN          NaN
      1663.00          NaN          NaN          NaN
      1664.00          NaN          NaN          NaN
      1665.00          NaN          NaN          NaN
      1666.00          NaN          NaN          NaN
      1667.00          NaN          NaN          NaN
      1668.00          NaN          NaN          NaN
      1669.00          NaN          NaN          NaN
      1670.00          NaN          NaN          NaN
      1671.00          NaN          NaN          NaN
      1672.00          NaN          NaN          NaN
      1673.00          NaN          NaN          NaN
      1674.00          NaN          NaN          NaN
      1675.00          NaN          NaN          NaN
      1676.00          NaN          NaN          NaN
      1677.00          NaN          NaN          NaN
      1678.00          NaN          NaN          NaN
      1679.00          NaN          NaN          NaN
      1680.00          NaN          NaN          NaN
      1681.00          NaN          NaN          NaN
      1682.00          NaN          NaN          NaN
      1683.00          NaN          NaN          NaN
      1684.00          NaN          NaN          NaN
      1685.00          NaN          NaN          NaN
      1686.00          NaN          NaN          NaN
      1687.00          NaN          NaN          NaN
      1688.00          NaN          NaN          NaN
      1689.00          NaN          NaN          NaN
      1690.00          NaN          NaN          NaN
      1691.00          NaN          NaN          NaN
      1692.00          NaN          NaN          NaN
      1693.00          NaN          NaN          NaN
      1694.00          NaN          NaN          NaN
      1695.00          NaN          NaN          NaN
      1696.00          NaN          NaN          NaN
      1697.00          NaN          NaN          NaN
      1698.00          NaN          NaN          NaN
      1699.00          NaN          NaN          NaN
      1700.00          NaN          NaN          NaN
      1701.00          NaN          NaN          NaN
      1702.00          NaN          NaN          NaN
      1703.00          NaN          NaN          NaN
      1704.00          NaN          NaN          NaN
      1705.00          NaN          NaN          NaN
      1706.00          NaN          NaN          NaN
      1707.00          NaN          NaN          NaN
      1708.00          NaN          NaN          NaN
      1709.00          NaN          NaN          NaN
      1710.00          NaN          NaN          NaN
      1711.00          NaN          NaN          NaN
      1712.00          NaN          NaN          NaN
      1713.00          NaN          NaN          NaN
      1714.00          NaN          NaN          NaN
      1715.00          NaN          NaN          NaN
      1716.00          NaN          NaN          NaN
      1717.00          NaN          NaN          NaN
      1718.00          NaN          NaN          NaN
      1719.00          NaN          NaN          NaN
      1720.00          NaN          NaN          NaN
      1721.00          NaN          NaN          NaN
      1722.00          NaN          NaN          NaN
      1723.00          NaN          NaN          NaN
      1724.00          NaN          NaN          NaN
      1725.00          NaN          NaN          NaN
      1726.00          NaN          NaN          NaN
      1727.00          NaN          NaN          NaN
      1728.00          NaN          NaN          NaN
      1729.00          NaN          NaN          NaN
      1730.00          NaN          NaN          NaN
      1731.00          NaN          NaN          NaN
      1732.00          NaN          NaN          NaN
      1733.00          NaN          NaN          NaN
      1734.00          NaN          NaN          NaN
      1735.00          NaN          NaN          NaN
      1736.00          NaN          NaN          NaN
      1737.00          NaN          NaN          NaN
      1738.00          NaN          NaN          NaN
      1739.00          NaN          NaN          NaN
      1740.00          NaN          NaN          NaN
      1741.00          NaN          NaN          NaN
      1742.00          NaN          NaN          NaN
      1743.00          NaN          NaN          NaN
      1744.00          NaN          NaN          NaN
      1745.00          NaN          NaN          NaN
      1746.00          NaN          NaN          NaN
      1747.00          NaN          NaN          NaN
      1748.00          NaN          NaN          NaN
      1749.00          NaN          NaN          NaN
      1750.00          NaN          NaN          NaN
      1751.00          NaN          NaN          NaN
      1752.00          NaN          NaN          NaN
      1753.00          NaN          NaN          NaN
      1754.00          NaN          NaN          NaN
      1755.00          NaN          NaN          NaN
      1756.00          NaN          NaN          NaN
      1757.00          NaN          NaN          NaN
      1758.00          NaN          NaN          NaN
      1759.00          NaN          NaN          NaN
      1760.00          NaN          NaN          NaN
      1761.00          NaN          NaN          NaN
      1762.00          NaN          NaN          NaN
      1763.00          NaN          NaN          NaN
      1764.00          NaN          NaN          NaN
      1765.00          NaN          NaN          NaN
      1766.00          NaN          NaN          NaN
      1767.00          NaN          NaN          NaN
      1768.00          NaN          NaN          NaN
      1769.00          NaN          NaN          NaN
      1770.00          NaN          NaN          NaN
      1771.00          NaN          NaN          NaN
      1772.00          NaN          NaN          NaN
      1773.00          NaN          NaN          NaN
      1774.00          NaN          NaN          NaN
      1775.00          NaN          NaN          NaN
      1776.00          NaN          NaN          NaN
      1777.00          NaN          NaN          NaN
      1778.00          NaN          NaN          NaN
      1779.00          NaN          NaN          NaN
      1780.00          NaN          NaN          NaN
      1781.00          NaN          NaN          NaN
      1782.00          NaN          NaN          NaN
      1783.00          NaN          NaN          NaN
      1784.00          NaN          NaN          NaN
      1785.00          NaN          NaN          NaN
      1786.00          NaN          NaN          NaN
      1787.00          NaN          NaN          NaN
      1788.00          NaN          NaN          NaN
      1789.00          NaN          NaN          NaN
      1790.00          NaN          NaN          NaN
      1791.00          NaN          NaN          NaN
      1792.00          NaN          NaN          NaN
      1793.00          NaN          NaN          NaN
      1794.00          NaN          NaN          NaN
      1795.00          NaN          NaN          NaN
      1796.00          NaN          NaN          NaN
      1797.00          NaN          NaN          NaN
      1798.00          NaN          NaN          NaN
      1799.00          NaN          NaN          NaN
      1800.00          NaN          NaN          NaN
      1801.00          NaN          NaN          NaN
      1802.00          NaN          NaN          NaN
      1803.00          NaN          NaN          NaN
      1804.00          NaN          NaN          NaN
      1805.00          NaN          NaN          NaN
      1806.00          NaN          NaN          NaN
      1807.00          NaN          NaN          NaN
      1808.00          NaN          NaN          NaN
      1809.00          NaN          NaN          NaN
      1810.00          NaN          NaN          NaN
      1811.00          NaN          NaN          NaN
      1812.00          NaN          NaN          NaN
      1813.00          NaN          NaN          NaN
      1814.00          NaN          NaN          NaN
      1815.00          NaN          NaN          NaN
      1816.00          NaN          NaN          NaN
      1817.00          NaN          NaN          NaN
      1818.00          NaN          NaN          NaN
      1819.00          NaN          NaN          NaN
      1820.00          NaN          NaN          NaN
      1821.00          NaN          NaN          NaN
      1822.00          NaN          NaN          NaN
